InvoiceNo,CustomerID,InvoiceDate,StockCode,Description,Quantity,UnitPrice,Country,Archetype
508940,10807,2024-07-07,SKU-1001,Ceramic Mug,3,6.5,United Kingdom,At Risk
508940,10807,2024-07-07,SKU-1009,Photo Frame,2,10.0,United Kingdom,At Risk
508941,10808,2023-01-28,SKU-1005,Throw Blanket,1,32.0,Germany,At Risk
508941,10808,2023-01-28,SKU-1010,Cushion Cover,1,15.5,Germany,At Risk
508941,10808,2023-01-28,SKU-1003,Notebook Set,2,12.5,Germany,At Risk
508942,10808,2023-03-18,SKU-1004,Desk Lamp,2,24.0,Germany,At Risk
508942,10808,2023-03-18,SKU-1006,Candle Trio,2,18.0,Germany,At Risk
508943,10808,2023-03-31,SKU-1003,Notebook Set,7,12.5,Germany,At Risk
508944,10808,2023-05-20,SKU-1008,Water Bottle,1,14.0,Germany,At Risk
508944,10808,2023-05-20,SKU-1004,Desk Lamp,1,24.0,Germany,At Risk
508945,10808,2023-07-17,SKU-1009,Photo Frame,1,10.0,Germany,At Risk
508945,10808,2023-07-17,SKU-1009,Photo Frame,1,10.0,Germany,At Risk
508945,10808,2023-07-17,SKU-1007,Wireless Mouse,1,21.5,Germany,At Risk
508946,10808,2023-09-03,SKU-1007,Wireless Mouse,2,21.5,Germany,At Risk
508946,10808,2023-09-03,SKU-1003,Notebook Set,3,12.5,Germany,At Risk
508947,10808,2023-12-06,SKU-1001,Ceramic Mug,13,6.5,Germany,At Risk
508948,10808,2024-01-01,SKU-1002,Tote Bag,5,9.0,Germany,At Risk
508948,10808,2024-01-01,SKU-1002,Tote Bag,5,9.0,Germany,At Risk
508949,10808,2024-01-13,SKU-1007,Wireless Mouse,1,21.5,Germany,At Risk
508949,10808,2024-01-13,SKU-1009,Photo Frame,2,10.0,Germany,At Risk
508949,10808,2024-01-13,SKU-1006,Candle Trio,1,18.0,Germany,At Risk
508950,10808,2024-01-15,SKU-1008,Water Bottle,1,14.0,Germany,At Risk
508950,10808,2024-01-15,SKU-1004,Desk Lamp,1,24.0,Germany,At Risk
508950,10808,2024-01-15,SKU-1002,Tote Bag,2,9.0,Germany,At Risk
508951,10808,2024-03-08,SKU-1004,Desk Lamp,1,24.0,Germany,At Risk
508951,10808,2024-03-08,SKU-1003,Notebook Set,2,12.5,Germany,At Risk
508951,10808,2024-03-08,SKU-1003,Notebook Set,2,12.5,Germany,At Risk
508952,10809,2023-01-14,SKU-1010,Cushion Cover,2,15.5,United Kingdom,At Risk
508953,10809,2023-01-20,SKU-1003,Notebook Set,3,12.5,United Kingdom,At Risk
508954,10809,2023-03-12,SKU-1010,Cushion Cover,3,15.5,United Kingdom,At Risk
508955,10809,2023-06-23,SKU-1001,Ceramic Mug,3,6.5,United Kingdom,At Risk
508955,10809,2023-06-23,SKU-1005,Throw Blanket,1,32.0,United Kingdom,At Risk
508956,10809,2023-07-11,SKU-1008,Water Bottle,6,14.0,United Kingdom,At Risk
508957,10809,2023-09-01,SKU-1009,Photo Frame,7,10.0,United Kingdom,At Risk
508958,10809,2023-09-08,SKU-1008,Water Bottle,6,14.0,United Kingdom,At Risk
508959,10809,2023-10-10,SKU-1006,Candle Trio,5,18.0,United Kingdom,At Risk
508960,10809,2024-03-30,SKU-1009,Photo Frame,7,10.0,United Kingdom,At Risk
508961,10809,2024-03-30,SKU-1010,Cushion Cover,1,15.5,United Kingdom,At Risk
508961,10809,2024-03-30,SKU-1006,Candle Trio,1,18.0,United Kingdom,At Risk
508961,10809,2024-03-30,SKU-1010,Cushion Cover,1,15.5,United Kingdom,At Risk
508962,10809,2024-07-09,SKU-1009,Photo Frame,3,10.0,United Kingdom,At Risk
508962,10809,2024-07-09,SKU-1004,Desk Lamp,1,24.0,United Kingdom,At Risk
508963,10809,2024-07-26,SKU-1010,Cushion Cover,1,15.5,United Kingdom,At Risk
508963,10809,2024-07-26,SKU-1001,Ceramic Mug,3,6.5,United Kingdom,At Risk
508963,10809,2024-07-26,SKU-1005,Throw Blanket,1,32.0,United Kingdom,At Risk
508964,10810,2023-02-27,SKU-1007,Wireless Mouse,1,21.5,France,At Risk
508964,10810,2023-02-27,SKU-1008,Water Bottle,1,14.0,France,At Risk
508965,10810,2023-05-13,SKU-1004,Desk Lamp,4,24.0,France,At Risk
508966,10810,2023-06-14,SKU-1009,Photo Frame,3,10.0,France,At Risk
508966,10810,2023-06-14,SKU-1004,Desk Lamp,1,24.0,France,At Risk
508966,10810,2023-06-14,SKU-1009,Photo Frame,3,10.0,France,At Risk
508967,10810,2023-10-05,SKU-1003,Notebook Set,7,12.5,France,At Risk
508968,10810,2023-10-06,SKU-1009,Photo Frame,8,10.0,France,At Risk
508969,10810,2023-10-27,SKU-1003,Notebook Set,3,12.5,France,At Risk
508970,10810,2024-04-17,SKU-1001,Ceramic Mug,4,6.5,France,At Risk
508970,10810,2024-04-17,SKU-1009,Photo Frame,3,10.0,France,At Risk
508970,10810,2024-04-17,SKU-1009,Photo Frame,3,10.0,France,At Risk
508971,10810,2024-05-09,SKU-1002,Tote Bag,3,9.0,France,At Risk
508971,10810,2024-05-09,SKU-1007,Wireless Mouse,1,21.5,France,At Risk
508971,10810,2024-05-09,SKU-1010,Cushion Cover,2,15.5,France,At Risk
508972,10810,2024-05-27,SKU-1001,Ceramic Mug,14,6.5,France,At Risk
508973,10810,2024-06-16,SKU-1009,Photo Frame,2,10.0,France,At Risk
508973,10810,2024-06-16,SKU-1004,Desk Lamp,1,24.0,France,At Risk
508974,10810,2024-07-12,SKU-1004,Desk Lamp,1,24.0,France,At Risk
508974,10810,2024-07-12,SKU-1002,Tote Bag,2,9.0,France,At Risk
508975,10810,2024-07-31,SKU-1007,Wireless Mouse,1,21.5,France,At Risk
508975,10810,2024-07-31,SKU-1008,Water Bottle,1,14.0,France,At Risk
508975,10810,2024-07-31,SKU-1003,Notebook Set,1,12.5,France,At Risk
508976,10811,2023-02-05,SKU-1004,Desk Lamp,1,24.0,France,At Risk
508976,10811,2023-02-05,SKU-1008,Water Bottle,2,14.0,France,At Risk
508976,10811,2023-02-05,SKU-1009,Photo Frame,3,10.0,France,At Risk
508977,10811,2023-03-10,SKU-1003,Notebook Set,4,12.5,France,At Risk
508978,10811,2023-08-11,SKU-1009,Photo Frame,6,10.0,France,At Risk
508979,10811,2023-08-25,SKU-1006,Candle Trio,1,18.0,France,At Risk
508979,10811,2023-08-25,SKU-1006,Candle Trio,1,18.0,France,At Risk
508979,10811,2023-08-25,SKU-1001,Ceramic Mug,4,6.5,France,At Risk
508980,10811,2023-09-14,SKU-1010,Cushion Cover,1,15.5,France,At Risk
508980,10811,2023-09-14,SKU-1006,Candle Trio,1,18.0,France,At Risk
508981,10811,2023-10-30,SKU-1006,Candle Trio,1,18.0,France,At Risk
508981,10811,2023-10-30,SKU-1007,Wireless Mouse,1,21.5,France,At Risk
508981,10811,2023-10-30,SKU-1008,Water Bottle,1,14.0,France,At Risk
508982,10811,2023-12-16,SKU-1010,Cushion Cover,2,15.5,France,At Risk
508982,10811,2023-12-16,SKU-1001,Ceramic Mug,4,6.5,France,At Risk
508982,10811,2023-12-16,SKU-1001,Ceramic Mug,4,6.5,France,At Risk
508983,10811,2023-12-31,SKU-1002,Tote Bag,3,9.0,France,At Risk
508983,10811,2023-12-31,SKU-1006,Candle Trio,1,18.0,France,At Risk
508983,10811,2023-12-31,SKU-1009,Photo Frame,3,10.0,France,At Risk
508984,10811,2024-02-24,SKU-1006,Candle Trio,2,18.0,France,At Risk
508984,10811,2024-02-24,SKU-1001,Ceramic Mug,4,6.5,France,At Risk
508985,10811,2024-03-08,SKU-1010,Cushion Cover,3,15.5,France,At Risk
508985,10811,2024-03-08,SKU-1009,Photo Frame,4,10.0,France,At Risk
508986,10811,2024-04-19,SKU-1003,Notebook Set,3,12.5,France,At Risk
508986,10811,2024-04-19,SKU-1010,Cushion Cover,2,15.5,France,At Risk
508987,10811,2024-05-20,SKU-1001,Ceramic Mug,3,6.5,France,At Risk
508987,10811,2024-05-20,SKU-1009,Photo Frame,2,10.0,France,At Risk
508987,10811,2024-05-20,SKU-1003,Notebook Set,1,12.5,France,At Risk
508988,10812,2023-01-13,SKU-1005,Throw Blanket,1,32.0,Spain,At Risk
508988,10812,2023-01-13,SKU-1002,Tote Bag,3,9.0,Spain,At Risk
508989,10812,2023-03-08,SKU-1004,Desk Lamp,1,24.0,Spain,At Risk
508989,10812,2023-03-08,SKU-1005,Throw Blanket,1,32.0,Spain,At Risk
508990,10812,2023-06-05,SKU-1002,Tote Bag,5,9.0,Spain,At Risk
508991,10812,2023-08-11,SKU-1003,Notebook Set,1,12.5,Spain,At Risk
508991,10812,2023-08-11,SKU-1006,Candle Trio,1,18.0,Spain,At Risk
508991,10812,2023-08-11,SKU-1009,Photo Frame,1,10.0,Spain,At Risk
508992,10812,2023-10-27,SKU-1005,Throw Blanket,1,32.0,Spain,At Risk
508992,10812,2023-10-27,SKU-1004,Desk Lamp,2,24.0,Spain,At Risk
508993,10812,2023-11-04,SKU-1008,Water Bottle,5,14.0,Spain,At Risk
508994,10812,2023-11-07,SKU-1001,Ceramic Mug,4,6.5,Spain,At Risk
508994,10812,2023-11-07,SKU-1003,Notebook Set,2,12.5,Spain,At Risk
508995,10812,2024-03-20,SKU-1009,Photo Frame,2,10.0,Spain,At Risk
508995,10812,2024-03-20,SKU-1007,Wireless Mouse,1,21.5,Spain,At Risk
508995,10812,2024-03-20,SKU-1008,Water Bottle,1,14.0,Spain,At Risk
508996,10812,2024-06-27,SKU-1009,Photo Frame,2,10.0,Spain,At Risk
508996,10812,2024-06-27,SKU-1008,Water Bottle,2,14.0,Spain,At Risk
508996,10812,2024-06-27,SKU-1007,Wireless Mouse,1,21.5,Spain,At Risk
508997,10813,2023-04-16,SKU-1009,Photo Frame,2,10.0,United Kingdom,At Risk
508997,10813,2023-04-16,SKU-1004,Desk Lamp,1,24.0,United Kingdom,At Risk
508997,10813,2023-04-16,SKU-1004,Desk Lamp,1,24.0,United Kingdom,At Risk
508998,10813,2023-05-16,SKU-1005,Throw Blanket,1,32.0,United Kingdom,At Risk
508998,10813,2023-05-16,SKU-1007,Wireless Mouse,1,21.5,United Kingdom,At Risk
508999,10813,2023-05-28,SKU-1004,Desk Lamp,1,24.0,United Kingdom,At Risk
508999,10813,2023-05-28,SKU-1004,Desk Lamp,1,24.0,United Kingdom,At Risk
509000,10813,2023-07-21,SKU-1010,Cushion Cover,2,15.5,United Kingdom,At Risk
509000,10813,2023-07-21,SKU-1001,Ceramic Mug,4,6.5,United Kingdom,At Risk
509000,10813,2023-07-21,SKU-1005,Throw Blanket,1,32.0,United Kingdom,At Risk
509001,10813,2024-01-29,SKU-1003,Notebook Set,1,12.5,United Kingdom,At Risk
509001,10813,2024-01-29,SKU-1003,Notebook Set,1,12.5,United Kingdom,At Risk
509001,10813,2024-01-29,SKU-1002,Tote Bag,1,9.0,United Kingdom,At Risk
509002,10813,2024-03-02,SKU-1009,Photo Frame,2,10.0,United Kingdom,At Risk
509002,10813,2024-03-02,SKU-1003,Notebook Set,1,12.5,United Kingdom,At Risk
509002,10813,2024-03-02,SKU-1009,Photo Frame,2,10.0,United Kingdom,At Risk
509003,10813,2024-03-18,SKU-1010,Cushion Cover,1,15.5,United Kingdom,At Risk
509003,10813,2024-03-18,SKU-1006,Candle Trio,1,18.0,United Kingdom,At Risk
509003,10813,2024-03-18,SKU-1008,Water Bottle,1,14.0,United Kingdom,At Risk
509004,10814,2023-01-03,SKU-1002,Tote Bag,9,9.0,France,At Risk
509005,10814,2023-02-07,SKU-1006,Candle Trio,5,18.0,France,At Risk
509006,10814,2023-03-16,SKU-1007,Wireless Mouse,2,21.5,France,At Risk
509007,10814,2023-03-25,SKU-1006,Candle Trio,2,18.0,France,At Risk
509007,10814,2023-03-25,SKU-1003,Notebook Set,4,12.5,France,At Risk
509008,10814,2023-04-25,SKU-1006,Candle Trio,1,18.0,France,At Risk
509008,10814,2023-04-25,SKU-1004,Desk Lamp,1,24.0,France,At Risk
509009,10814,2023-07-10,SKU-1001,Ceramic Mug,7,6.5,France,At Risk
509010,10814,2023-08-27,SKU-1007,Wireless Mouse,4,21.5,France,At Risk
509011,10814,2023-10-01,SKU-1005,Throw Blanket,1,32.0,France,At Risk
509011,10814,2023-10-01,SKU-1009,Photo Frame,2,10.0,France,At Risk
509011,10814,2023-10-01,SKU-1002,Tote Bag,3,9.0,France,At Risk
509012,10814,2023-11-05,SKU-1010,Cushion Cover,2,15.5,France,At Risk
509013,10814,2024-02-17,SKU-1001,Ceramic Mug,3,6.5,France,At Risk
509013,10814,2024-02-17,SKU-1006,Candle Trio,1,18.0,France,At Risk
509013,10814,2024-02-17,SKU-1008,Water Bottle,1,14.0,France,At Risk
509014,10814,2024-03-13,SKU-1008,Water Bottle,1,14.0,France,At Risk
509014,10814,2024-03-13,SKU-1010,Cushion Cover,1,15.5,France,At Risk
509014,10814,2024-03-13,SKU-1008,Water Bottle,1,14.0,France,At Risk
509015,10814,2024-03-24,SKU-1005,Throw Blanket,1,32.0,France,At Risk
509015,10814,2024-03-24,SKU-1002,Tote Bag,3,9.0,France,At Risk
509015,10814,2024-03-24,SKU-1004,Desk Lamp,1,24.0,France,At Risk
509016,10814,2024-03-31,SKU-1002,Tote Bag,1,9.0,France,At Risk
509016,10814,2024-03-31,SKU-1009,Photo Frame,1,10.0,France,At Risk
509016,10814,2024-03-31,SKU-1007,Wireless Mouse,1,21.5,France,At Risk
509017,10815,2023-01-11,SKU-1004,Desk Lamp,1,24.0,Spain,At Risk
509017,10815,2023-01-11,SKU-1008,Water Bottle,2,14.0,Spain,At Risk
509018,10815,2023-01-21,SKU-1004,Desk Lamp,1,24.0,Spain,At Risk
509018,10815,2023-01-21,SKU-1004,Desk Lamp,1,24.0,Spain,At Risk
509018,10815,2023-01-21,SKU-1002,Tote Bag,3,9.0,Spain,At Risk
509019,10815,2023-03-20,SKU-1005,Throw Blanket,1,32.0,Spain,At Risk
509019,10815,2023-03-20,SKU-1008,Water Bottle,2,14.0,Spain,At Risk
509020,10815,2023-03-26,SKU-1007,Wireless Mouse,1,21.5,Spain,At Risk
509020,10815,2023-03-26,SKU-1003,Notebook Set,1,12.5,Spain,At Risk
509020,10815,2023-03-26,SKU-1002,Tote Bag,1,9.0,Spain,At Risk
509021,10815,2023-04-07,SKU-1003,Notebook Set,1,12.5,Spain,At Risk
509021,10815,2023-04-07,SKU-1002,Tote Bag,2,9.0,Spain,At Risk
509021,10815,2023-04-07,SKU-1008,Water Bottle,1,14.0,Spain,At Risk
509022,10815,2023-05-06,SKU-1005,Throw Blanket,1,32.0,Spain,At Risk
509022,10815,2023-05-06,SKU-1006,Candle Trio,2,18.0,Spain,At Risk
509022,10815,2023-05-06,SKU-1008,Water Bottle,2,14.0,Spain,At Risk
509023,10815,2023-05-12,SKU-1005,Throw Blanket,1,32.0,Spain,At Risk
509023,10815,2023-05-12,SKU-1002,Tote Bag,3,9.0,Spain,At Risk
509023,10815,2023-05-12,SKU-1010,Cushion Cover,2,15.5,Spain,At Risk
509024,10815,2023-06-12,SKU-1005,Throw Blanket,3,32.0,Spain,At Risk
509025,10815,2023-06-30,SKU-1001,Ceramic Mug,7,6.5,Spain,At Risk
509025,10815,2023-06-30,SKU-1009,Photo Frame,5,10.0,Spain,At Risk
509026,10815,2023-07-23,SKU-1004,Desk Lamp,1,24.0,Spain,At Risk
509026,10815,2023-07-23,SKU-1004,Desk Lamp,1,24.0,Spain,At Risk
509026,10815,2023-07-23,SKU-1009,Photo Frame,2,10.0,Spain,At Risk
509027,10815,2023-08-29,SKU-1008,Water Bottle,1,14.0,Spain,At Risk
509027,10815,2023-08-29,SKU-1005,Throw Blanket,1,32.0,Spain,At Risk
509028,10815,2023-09-26,SKU-1008,Water Bottle,2,14.0,Spain,At Risk
509029,10815,2023-11-20,SKU-1004,Desk Lamp,1,24.0,Spain,At Risk
509029,10815,2023-11-20,SKU-1010,Cushion Cover,1,15.5,Spain,At Risk
509029,10815,2023-11-20,SKU-1002,Tote Bag,2,9.0,Spain,At Risk
509030,10815,2023-12-29,SKU-1004,Desk Lamp,1,24.0,Spain,At Risk
509030,10815,2023-12-29,SKU-1007,Wireless Mouse,1,21.5,Spain,At Risk
509030,10815,2023-12-29,SKU-1001,Ceramic Mug,4,6.5,Spain,At Risk
509031,10815,2024-03-14,SKU-1003,Notebook Set,8,12.5,Spain,At Risk
509032,10816,2023-05-29,SKU-1010,Cushion Cover,1,15.5,United Kingdom,At Risk
509032,10816,2023-05-29,SKU-1006,Candle Trio,1,18.0,United Kingdom,At Risk
509033,10816,2023-06-02,SKU-1008,Water Bottle,3,14.0,United Kingdom,At Risk
509033,10816,2023-06-02,SKU-1004,Desk Lamp,2,24.0,United Kingdom,At Risk
509034,10816,2023-06-24,SKU-1005,Throw Blanket,1,32.0,United Kingdom,At Risk
509034,10816,2023-06-24,SKU-1003,Notebook Set,1,12.5,United Kingdom,At Risk
509034,10816,2023-06-24,SKU-1004,Desk Lamp,1,24.0,United Kingdom,At Risk
509035,10816,2023-12-11,SKU-1007,Wireless Mouse,2,21.5,United Kingdom,At Risk
509035,10816,2023-12-11,SKU-1004,Desk Lamp,1,24.0,United Kingdom,At Risk
509036,10816,2024-01-20,SKU-1004,Desk Lamp,4,24.0,United Kingdom,At Risk
509037,10816,2024-06-08,SKU-1005,Throw Blanket,1,32.0,United Kingdom,At Risk
509038,10816,2024-06-13,SKU-1001,Ceramic Mug,2,6.5,United Kingdom,At Risk
509038,10816,2024-06-13,SKU-1006,Candle Trio,1,18.0,United Kingdom,At Risk
509038,10816,2024-06-13,SKU-1005,Throw Blanket,1,32.0,United Kingdom,At Risk
509039,10816,2024-07-03,SKU-1006,Candle Trio,4,18.0,United Kingdom,At Risk
509040,10816,2024-07-26,SKU-1005,Throw Blanket,1,32.0,United Kingdom,At Risk
509040,10816,2024-07-26,SKU-1005,Throw Blanket,1,32.0,United Kingdom,At Risk
509040,10816,2024-07-26,SKU-1003,Notebook Set,1,12.5,United Kingdom,At Risk
509041,10816,2024-07-30,SKU-1005,Throw Blanket,1,32.0,United Kingdom,At Risk
509042,10817,2023-01-11,SKU-1009,Photo Frame,2,10.0,United Kingdom,At Risk
509042,10817,2023-01-11,SKU-1002,Tote Bag,2,9.0,United Kingdom,At Risk
509042,10817,2023-01-11,SKU-1008,Water Bottle,1,14.0,United Kingdom,At Risk
509043,10817,2023-01-13,SKU-1009,Photo Frame,5,10.0,United Kingdom,At Risk
509044,10817,2023-01-30,SKU-1007,Wireless Mouse,1,21.5,United Kingdom,At Risk
509044,10817,2023-01-30,SKU-1004,Desk Lamp,1,24.0,United Kingdom,At Risk
509044,10817,2023-01-30,SKU-1002,Tote Bag,2,9.0,United Kingdom,At Risk
509045,10817,2023-02-26,SKU-1009,Photo Frame,2,10.0,United Kingdom,At Risk
509045,10817,2023-02-26,SKU-1010,Cushion Cover,1,15.5,United Kingdom,At Risk
509045,10817,2023-02-26,SKU-1002,Tote Bag,2,9.0,United Kingdom,At Risk
509046,10817,2023-05-10,SKU-1001,Ceramic Mug,5,6.5,United Kingdom,At Risk
509047,10817,2023-06-18,SKU-1005,Throw Blanket,1,32.0,United Kingdom,At Risk
509047,10817,2023-06-18,SKU-1009,Photo Frame,2,10.0,United Kingdom,At Risk
509047,10817,2023-06-18,SKU-1007,Wireless Mouse,1,21.5,United Kingdom,At Risk
509048,10817,2023-08-05,SKU-1002,Tote Bag,6,9.0,United Kingdom,At Risk
509049,10817,2023-08-24,SKU-1010,Cushion Cover,1,15.5,United Kingdom,At Risk
509049,10817,2023-08-24,SKU-1001,Ceramic Mug,3,6.5,United Kingdom,At Risk
509050,10817,2023-12-15,SKU-1010,Cushion Cover,2,15.5,United Kingdom,At Risk
509050,10817,2023-12-15,SKU-1010,Cushion Cover,2,15.5,United Kingdom,At Risk
509050,10817,2023-12-15,SKU-1002,Tote Bag,3,9.0,United Kingdom,At Risk
509051,10817,2023-12-31,SKU-1002,Tote Bag,1,9.0,United Kingdom,At Risk
509051,10817,2023-12-31,SKU-1004,Desk Lamp,1,24.0,United Kingdom,At Risk
509051,10817,2023-12-31,SKU-1005,Throw Blanket,1,32.0,United Kingdom,At Risk
509052,10817,2024-05-10,SKU-1010,Cushion Cover,2,15.5,United Kingdom,At Risk
509052,10817,2024-05-10,SKU-1008,Water Bottle,2,14.0,United Kingdom,At Risk
509052,10817,2024-05-10,SKU-1004,Desk Lamp,1,24.0,United Kingdom,At Risk
509053,10818,2023-02-13,SKU-1009,Photo Frame,2,10.0,France,At Risk
509053,10818,2023-02-13,SKU-1001,Ceramic Mug,3,6.5,France,At Risk
509053,10818,2023-02-13,SKU-1008,Water Bottle,1,14.0,France,At Risk
509054,10818,2023-03-30,SKU-1003,Notebook Set,3,12.5,France,At Risk
509054,10818,2023-03-30,SKU-1001,Ceramic Mug,6,6.5,France,At Risk
509055,10818,2023-04-03,SKU-1003,Notebook Set,4,12.5,France,At Risk
509055,10818,2023-04-03,SKU-1007,Wireless Mouse,2,21.5,France,At Risk
509056,10818,2023-06-12,SKU-1009,Photo Frame,3,10.0,France,At Risk
509056,10818,2023-06-12,SKU-1001,Ceramic Mug,4,6.5,France,At Risk
509057,10818,2023-08-01,SKU-1006,Candle Trio,1,18.0,France,At Risk
509057,10818,2023-08-01,SKU-1007,Wireless Mouse,1,21.5,France,At Risk
509057,10818,2023-08-01,SKU-1009,Photo Frame,1,10.0,France,At Risk
509058,10818,2023-09-05,SKU-1005,Throw Blanket,3,32.0,France,At Risk
509059,10818,2023-10-03,SKU-1003,Notebook Set,4,12.5,France,At Risk
509060,10818,2023-10-17,SKU-1009,Photo Frame,2,10.0,France,At Risk
509060,10818,2023-10-17,SKU-1009,Photo Frame,2,10.0,France,At Risk
509061,10818,2023-12-24,SKU-1003,Notebook Set,5,12.5,France,At Risk
509062,10818,2023-12-29,SKU-1002,Tote Bag,4,9.0,France,At Risk
509062,10818,2023-12-29,SKU-1010,Cushion Cover,3,15.5,France,At Risk
509063,10818,2024-01-23,SKU-1004,Desk Lamp,1,24.0,France,At Risk
509063,10818,2024-01-23,SKU-1002,Tote Bag,2,9.0,France,At Risk
509063,10818,2024-01-23,SKU-1005,Throw Blanket,1,32.0,France,At Risk
509064,10818,2024-01-26,SKU-1008,Water Bottle,2,14.0,France,At Risk
509064,10818,2024-01-26,SKU-1001,Ceramic Mug,4,6.5,France,At Risk
509064,10818,2024-01-26,SKU-1010,Cushion Cover,2,15.5,France,At Risk
509065,10818,2024-03-06,SKU-1007,Wireless Mouse,2,21.5,France,At Risk
509066,10818,2024-03-16,SKU-1001,Ceramic Mug,5,6.5,France,At Risk
509066,10818,2024-03-16,SKU-1007,Wireless Mouse,2,21.5,France,At Risk
509067,10818,2024-05-10,SKU-1005,Throw Blanket,2,32.0,France,At Risk
509068,10819,2023-01-09,SKU-1004,Desk Lamp,1,24.0,Spain,At Risk
509068,10819,2023-01-09,SKU-1001,Ceramic Mug,5,6.5,Spain,At Risk
509068,10819,2023-01-09,SKU-1005,Throw Blanket,1,32.0,Spain,At Risk
509069,10819,2023-06-28,SKU-1009,Photo Frame,2,10.0,Spain,At Risk
509069,10819,2023-06-28,SKU-1001,Ceramic Mug,4,6.5,Spain,At Risk
509069,10819,2023-06-28,SKU-1003,Notebook Set,2,12.5,Spain,At Risk
509070,10819,2024-01-26,SKU-1006,Candle Trio,2,18.0,Spain,At Risk
509070,10819,2024-01-26,SKU-1001,Ceramic Mug,6,6.5,Spain,At Risk
509071,10819,2024-03-18,SKU-1007,Wireless Mouse,1,21.5,Spain,At Risk
509071,10819,2024-03-18,SKU-1005,Throw Blanket,1,32.0,Spain,At Risk
509072,10819,2024-05-04,SKU-1008,Water Bottle,3,14.0,Spain,At Risk
509073,10819,2024-07-07,SKU-1007,Wireless Mouse,2,21.5,Spain,At Risk
509073,10819,2024-07-07,SKU-1003,Notebook Set,3,12.5,Spain,At Risk
509074,10820,2023-01-05,SKU-1009,Photo Frame,3,10.0,Netherlands,At Risk
509074,10820,2023-01-05,SKU-1010,Cushion Cover,2,15.5,Netherlands,At Risk
509074,10820,2023-01-05,SKU-1005,Throw Blanket,1,32.0,Netherlands,At Risk
509075,10820,2023-02-02,SKU-1007,Wireless Mouse,1,21.5,Netherlands,At Risk
509075,10820,2023-02-02,SKU-1010,Cushion Cover,2,15.5,Netherlands,At Risk
509075,10820,2023-02-02,SKU-1006,Candle Trio,2,18.0,Netherlands,At Risk
509076,10820,2023-02-08,SKU-1001,Ceramic Mug,5,6.5,Netherlands,At Risk
509076,10820,2023-02-08,SKU-1007,Wireless Mouse,2,21.5,Netherlands,At Risk
509077,10820,2023-05-27,SKU-1001,Ceramic Mug,7,6.5,Netherlands,At Risk
509077,10820,2023-05-27,SKU-1006,Candle Trio,3,18.0,Netherlands,At Risk
509078,10820,2023-06-06,SKU-1001,Ceramic Mug,5,6.5,Netherlands,At Risk
509078,10820,2023-06-06,SKU-1001,Ceramic Mug,5,6.5,Netherlands,At Risk
509079,10820,2023-06-30,SKU-1002,Tote Bag,4,9.0,Netherlands,At Risk
509079,10820,2023-06-30,SKU-1002,Tote Bag,4,9.0,Netherlands,At Risk
509080,10820,2023-07-07,SKU-1006,Candle Trio,1,18.0,Netherlands,At Risk
509080,10820,2023-07-07,SKU-1003,Notebook Set,1,12.5,Netherlands,At Risk
509081,10820,2023-08-10,SKU-1006,Candle Trio,2,18.0,Netherlands,At Risk
509081,10820,2023-08-10,SKU-1004,Desk Lamp,1,24.0,Netherlands,At Risk
509081,10820,2023-08-10,SKU-1003,Notebook Set,2,12.5,Netherlands,At Risk
509082,10820,2023-08-25,SKU-1002,Tote Bag,2,9.0,Netherlands,At Risk
509082,10820,2023-08-25,SKU-1001,Ceramic Mug,2,6.5,Netherlands,At Risk
509082,10820,2023-08-25,SKU-1009,Photo Frame,1,10.0,Netherlands,At Risk
509083,10820,2023-09-02,SKU-1002,Tote Bag,4,9.0,Netherlands,At Risk
509083,10820,2023-09-02,SKU-1006,Candle Trio,2,18.0,Netherlands,At Risk
509084,10820,2023-12-04,SKU-1003,Notebook Set,2,12.5,Netherlands,At Risk
509084,10820,2023-12-04,SKU-1003,Notebook Set,2,12.5,Netherlands,At Risk
509085,10820,2024-02-24,SKU-1009,Photo Frame,4,10.0,Netherlands,At Risk
509085,10820,2024-02-24,SKU-1003,Notebook Set,3,12.5,Netherlands,At Risk
509086,10820,2024-03-16,SKU-1001,Ceramic Mug,5,6.5,Netherlands,At Risk
509086,10820,2024-03-16,SKU-1005,Throw Blanket,1,32.0,Netherlands,At Risk
509086,10820,2024-03-16,SKU-1006,Candle Trio,2,18.0,Netherlands,At Risk
509087,10821,2023-01-28,SKU-1002,Tote Bag,6,9.0,United Kingdom,At Risk
509088,10821,2023-03-02,SKU-1008,Water Bottle,2,14.0,United Kingdom,At Risk
509088,10821,2023-03-02,SKU-1004,Desk Lamp,1,24.0,United Kingdom,At Risk
509088,10821,2023-03-02,SKU-1002,Tote Bag,3,9.0,United Kingdom,At Risk
509089,10821,2023-06-16,SKU-1004,Desk Lamp,2,24.0,United Kingdom,At Risk
509089,10821,2023-06-16,SKU-1010,Cushion Cover,3,15.5,United Kingdom,At Risk
509090,10821,2023-06-16,SKU-1005,Throw Blanket,1,32.0,United Kingdom,At Risk
509090,10821,2023-06-16,SKU-1010,Cushion Cover,1,15.5,United Kingdom,At Risk
509090,10821,2023-06-16,SKU-1010,Cushion Cover,1,15.5,United Kingdom,At Risk
509091,10821,2023-08-20,SKU-1004,Desk Lamp,1,24.0,United Kingdom,At Risk
509091,10821,2023-08-20,SKU-1009,Photo Frame,3,10.0,United Kingdom,At Risk
